"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0BY2DZJ8J","X003SZ0P73","VIVOSUN Elastic 5 x 5Ft. Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","'YOW3'","CA","19.6","18.0","5.9","centimeters","0.27","kilograms","0.0021","cubic meters","Standard-Size","4.4","0.0","0.0092","2026-04","7.5","weeks","40.0","0.0","0.13","3.0E-4","0.3663","0.0","CAD","0.3663","--","N","N","0.0","--","0.0"
"B0BY2CVFB9","X003SZ13H9","VIVOSUN 3 x 3Ft. Elastic Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","'YOW3'","CA","19.1","12.1","3.2","centimeters","0.14","kilograms","7.0E-4","cubic meters","Standard-Size","0.07","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","0.001","0.0","CAD","0.001","--","N","N","0.0","--","0.03"
"B0C6QG963B","X003UH0P5V","VIVOSUN AeroZesh G4 4-inch 195 CFM Inline Duct Fan with E12 Speed Controller, Entirely Programmable PWM-Controlled EC Fan for Grow Tent Ventilation","'YOW3'","CA","40.6","25.1","19.7","centimeters","2.46","kilograms","0.0201","cubic meters","Standard-Size","2.33","0.0","0.0388","2026-04","7.5","weeks","40.0","0.0","1.93","0.0388","1.5525","0.0","CAD","1.5525","--","N","N","0.0","--","0.4"
"B0C4S397J4","X003UXKIBB","VIVOSUN Quiet Register Booster Fan for 𝟒"" 𝐱𝟏𝟎"" Holes, Cooling Heating Vent with Intelligent Thermostat Control, 10-Speeds Increase Airflow Booster Fan for Bedroom & Attic, Matte White","'YOW3'","CA","38.79","15.8","6.9","centimeters","1.12","kilograms","0.0042","cubic meters","Standard-Size","1.83","0.0","0.0075","2026-04","7.5","weeks","40.0","0.0","1.77","0.0075","0.2988","0.0","CAD","0.2988","--","N","N","0.0","--","0.07"
"B0BZRX7BL8","X003VJH1EB","VIVOSUN Water Transfer Pump, 1/10HP 330 GPH 115V Auto Portable Utility Pump with ON/Off Switch, Water Hose Kit for Removing Water from Gardens, Hot Tubs, Rain Barrels, Pools, Ponds, Aquariums","'YOW3'","CA","22.4","20.4","15.2","centimeters","2.78","kilograms","0.0069","cubic meters","Standard-Size","1.83","0.0","0.0127","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.5094","0.0","CAD","0.5094","--","N","N","0.0","--","0.0"
"B0875SPZT4","X003VVNEHR","VIVOSUN 4 Inch 16 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation with 2 Stainless Steel Clamps","'YOW3'","CA","30.6","12.0","11.4","centimeters","0.67","kilograms","0.0042","cubic meters","Standard-Size","7.6","0.0","0.0317","2026-04","7.5","weeks","40.0","0.0","0.03","1.0E-4","1.267","0.0","CAD","1.267","--","N","N","0.0","--","0.03"
"B07WT519SL","X003VVNGPR","VIVOSUN 6 Inch 8 Feet Black Non-Insulated Flex Air Aluminum Ducting for Ventilation w/ 2pcs 6 Inch Stainless Steel Clamps","'YOW3'","CA","17.7","17.1","15.0","centimeters","0.6","kilograms","0.0045","cubic meters","Standard-Size","5.07","0.0","0.023","2026-04","7.5","weeks","40.0","0.0","0.07","3.0E-4","0.9201","0.0","CAD","0.9201","--","N","N","0.0","--","0.0"
"B087632ZS3","X003VVNLEX","VIVOSUN 4 Inch 16 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","'YOW3'","CA","35.79","12.3","12.0","centimeters","0.86","kilograms","0.0053","cubic meters","Standard-Size","2.83","0.0","0.015","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.5987","0.0","CAD","0.5987","--","N","N","0.0","--","0.0"
"B07B7HCHR2","X003VVPM3V","VIVOSUN 6 Inch 8 Feet Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","'YOW3'","CA","17.2","16.9","14.6","centimeters","0.47","kilograms","0.0042","cubic meters","Standard-Size","4.97","0.0","0.0205","2026-04","7.5","weeks","40.0","0.0","0.07","3.0E-4","0.8205","0.0","CAD","0.8205","--","N","N","0.0","--","0.13"
"B07WT4VNC1","X003VVPZ3D","VIVOSUN 6 Inch 25 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 6 Inch Stainless Steel Clamps","'YOW3'","CA","41.79","17.1","16.7","centimeters","1.73","kilograms","0.0119","cubic meters","Standard-Size","6.23","0.0","0.0728","2026-04","7.5","weeks","40.0","0.0","1.73","0.0207","2.9119","0.0","CAD","2.9119","--","N","N","0.0","--","0.13"
"B07WW7CY9F","X003VVQ0EV","VIVOSUN 4 Inch 8 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","'YOW3'","CA","19.1","12.1","11.7","centimeters","0.16","kilograms","0.0027","cubic meters","Standard-Size","4.53","0.0","0.0118","2026-04","7.5","weeks","40.0","0.0","1.77","0.0048","0.4723","0.0","CAD","0.4723","--","N","N","0.0","--","0.17"
"B0BY2HRPWQ","X003X2AGC5","VIVOSUN Small Grow Tent for Aerogarden, Hydroponics Growing System, 20”x14”x21” Highly Reflective Mylar Indoor Grow Tent with Sealed Bottom Design, Ventilation Window and Cable Hole Port","'YOW3'","CA","34.4","19.8","15.7","centimeters","1.73","kilograms","0.0107","cubic meters","Standard-Size","1.3","0.0","0.0135","2026-04","7.5","weeks","40.0","0.0","1.1","0.0118","0.5418","0.0","CAD","0.5418","--","N","N","0.0","--","0.03"
"B0BTD3HZLX","X003XUW017","VIVOSUN 6-Pack Seed Starter Trays, 240-Cell Seed Starter Kit with 2 Set of LED Lights, 3.6"" Higher Cover, Adjustable Vents, Drainage Holes, Green Propagation Tray for Planting Seed, 40 Cells x 6 Packs","'YOW3'","CA","38.1","25.3","15.39","centimeters","2.15","kilograms","0.0148","cubic meters","Standard-Size","1.07","0.0","0.0148","2026-04","7.5","weeks","40.0","0.0","0.07","0.001","0.5934","0.0","CAD","0.5934","--","N","N","0.0","--","0.07"
"B0BTD741R3","X003XUW3S7","VIVOSUN 1-Pack 40-Cell Seed Starter Trays with 1 Set of LED Lights and 10""x20.75"" Seedling Heat Mat, 3.6"" Higher Cover, Adjustable Vents, Drainage Holes, Green Propagation Tray for Planting Seeds","'YOW3'","CA","39.1","25.4","13.9","centimeters","1.13","kilograms","0.0138","cubic meters","Standard-Size","1.33","0.0","0.0161","2026-04","7.5","weeks","40.0","0.0","0.1","0.0014","0.6442","0.0","CAD","0.6442","--","N","N","0.0","--","0.17"
"B0BVPYH3WM","X003Y811ZT","VIVOSUN Inline Booster Duct Fan 8” 430 CFM with Speed Controller, HVAC Exhaust Ventilation Fan with Low Noise for Basements, Bathrooms, Kitchens, Attics, Grow Tents","'YOW3'","CA","23.3","21.2","19.8","centimeters","1.63","kilograms","0.0098","cubic meters","Standard-Size","1.2","0.0","0.0111","2026-04","7.5","weeks","40.0","0.0","1.13","0.0111","0.4434","0.0","CAD","0.4434","--","N","N","0.0","--","0.07"
"B0B9GVFMCD","X003Y9MGZR","VIVOSUN 2-Pack Clamp Lamp Light with Detachable 5.5 Inch Aluminum Reflector up to 60W E26 Socket (No Bulb Included), 6 Feet Cord, UL Listed","'YOW3'","CA","21.3","18.4","12.7","centimeters","0.78","kilograms","0.005","cubic meters","Standard-Size","1.43","0.0","0.0038","2026-04","7.5","weeks","40.0","0.0","0.13","7.0E-4","0.1526","0.0","CAD","0.1526","--","N","N","0.0","--","1.0"
"B0B96R2RC3","X003Y9YNC1","VIVOSUN Professional Automatic Drip Irrigation Kits, 15W Output, All in One Professional Grow Kit- Includes Pump, Timer and Regulator, 8 Drip Emitters Garden Plant Watering System Indoor Outdoor","'YOW3'","CA","19.0","17.5","16.1","centimeters","1.14","kilograms","0.0054","cubic meters","Standard-Size","0.03","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.0071","0.0","CAD","0.0071","--","N","N","0.0","--","0.0"
"B09SZ9VS93","X003YG5X19","VIVOSUN 10""x20.75"" Seedling Heat Mat with Built-in Temperature Controller, UL & MET-Certified Waterproof Plant Heating Pad for Germination, Hydroponics, Brewing, Breeding, and Greenhouses","'YOW3'","CA","26.7","7.2","6.9","centimeters","0.43","kilograms","0.0013","cubic meters","Standard-Size","55.73","0.0","0.0727","2026-04","7.5","weeks","40.0","0.0","17.37","0.023","2.9093","0.0","CAD","2.9093","--","N","N","0.0","--","0.9"
"B0B7HXBR75","X003YK5EK5","Unknown","'YOW3'","CA","22.4","13.6","3.5","centimeters","0.02","kilograms","0.0011","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","0.0014","0.0","CAD","0.0014","--","N","N","0.0","--","0.0"
"B0C1BHDKRL","X003ZPKQ25","VIVOSUN USB-C Splitter with 1 Male to 2 Female, 2-in-1 Type C Splitter, Daisy-Chain Adapter Dongle for GrowHub Controller E42A","'YOW3'","CA","17.7","12.7","0.8","centimeters","0.02","kilograms","2.0E-4","cubic meters","Standard-Size","0.97","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.97","2.0E-4","0.007","0.0","CAD","0.007","--","N","N","0.0","--","0.0"
"B0BZY3BT6R","X0040NVN37","VIVOSUN 2600 GPH Submersible Water Pump with Barrier Bag, Ultra Quiet 200W Pond Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic, 20Ft. Lift Height","'YOW3'","CA","35.29","25.4","18.4","centimeters","4.04","kilograms","0.0165","cubic meters","Standard-Size","5.53","0.0","0.0907","2026-04","7.5","weeks","40.0","0.0","5.5","0.0907","3.6285","0.0","CAD","3.6285","--","N","N","0.0","--","0.03"
"B0BZXJGT3Z","X0040NVO9P","VIVOSUN 3700 GPH Submersible Water Pump with Barrier Bag, Ultra Quiet 300W Pond Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic, 21Ft. Lift Height","'YOW3'","CA","35.7","25.8","18.2","centimeters","4.16","kilograms","0.0168","cubic meters","Standard-Size","6.83","0.0","0.1134","2026-04","7.5","weeks","40.0","0.0","6.77","0.1134","4.5372","0.0","CAD","4.5372","--","N","N","0.0","--","0.07"
"B0BLBHZ6CS","X0041E9T7R","VIVOSUN 5-Pack 5 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YOW3'","CA","26.8","19.9","8.1","centimeters","0.95","kilograms","0.0043","cubic meters","Standard-Size","0.23","0.0","6.0E-4","2026-04","7.5","weeks","40.0","0.0","0.13","6.0E-4","0.023","0.0","CAD","0.023","--","N","N","0.0","--","0.1"
"B0BLBQJ5J7","X0041EANFT","VIVOSUN 5-Pack 7 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YOW3'","CA","28.2","20.8","11.7","centimeters","1.0","kilograms","0.0069","cubic meters","Standard-Size","6.97","0.0","0.0462","2026-04","7.5","weeks","40.0","0.0","6.63","0.0455","1.8484","0.0","CAD","1.8484","--","N","N","0.0","--","0.23"
"B0BL8TRX3H","X0041EANR7","VIVOSUN Pack of 5 Plant Bags 40L Non-Woven Fabric Plant Bag 500 g/m² Thickness, Fabric Pots with Handles and Versatile Rings, Ideal for LST, Fruits, Vegetables and Flowers","'YOW3'","CA","36.1","24.9","11.8","centimeters","1.48","kilograms","0.0106","cubic meters","Standard-Size","8.57","0.0","0.0859","2026-04","7.5","weeks","40.0","0.0","7.73","0.082","3.4366","0.0","CAD","3.4366","--","N","N","0.0","--","0.47"
"B0BLB36L7K","X0041ECFCX","VIVOSUN 5-Pack 3 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YOW3'","CA","27.3","16.8","7.6","centimeters","0.65","kilograms","0.0035","cubic meters","Standard-Size","14.53","0.0","0.0495","2026-04","7.5","weeks","40.0","0.0","13.47","0.0469","1.9798","0.0","CAD","1.9798","--","N","N","0.0","--","0.33"
"B0BLBJ3YN1","X0041ECHHL","VIVOSUN 5-Pack 15 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YOW3'","CA","33.4","28.8","11.91","centimeters","1.51","kilograms","0.0115","cubic meters","Standard-Size","1.9","0.0","0.0187","2026-04","7.5","weeks","40.0","0.0","1.63","0.0187","0.7488","0.0","CAD","0.7488","--","N","N","0.0","--","0.27"
"B0BL9XDQZL","X0041EH3LV","VIVOSUN 5-Pack 25 Gallon Grow Bags, 360G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YOW3'","CA","42.29","32.5","10.5","centimeters","2.05","kilograms","0.0144","cubic meters","Standard-Size","6.03","0.0","0.0827","2026-04","7.5","weeks","40.0","0.0","5.73","0.0827","3.3096","0.0","CAD","3.3096","--","N","N","0.0","--","0.3"
"B0C5MD1DW5","X0043RS1LR","VIVOSUN Self-Watering Planters, 6-Pack 10.5 Inch Compact Rectangular Window Herb Planter Box with 10 PCS Plant Labels, Plant Container for Basil, Flowers, Succulents, Indoor & Outdoor","'YOW3'","CA","38.4","29.69","14.4","centimeters","1.95","kilograms","0.0164","cubic meters","Standard-Size","2.13","0.0","0.0318","2026-04","7.5","weeks","40.0","0.0","0.37","0.006","1.27","0.0","CAD","1.27","--","N","N","0.0","--","0.2"
"B0C5MBVTR9","X0043S1AWX","VIVOSUN Self-Watering Planters, 4-Pack 10.5 Inch Compact Rectangular Window Herb Planter Box with 10 PCS Plant Labels, Plant Container for Basil, Flowers, Succulents, Indoor & Outdoor","'YOW3'","CA","30.1","29.3","14.2","centimeters","1.35","kilograms","0.0125","cubic meters","Standard-Size","0.33","0.0","0.0029","2026-04","7.5","weeks","40.0","0.0","0.23","0.0029","0.1169","0.0","CAD","0.1169","--","N","N","0.0","--","0.13"
"B0BW94JFT3","X0043SEDG3","VIVOSUN 1.6"" Rockwool Cubes, 112 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth, 4 Sheets of 112 Plugs","'YOW3'","CA","30.99","18.59","16.41","centimeters","0.61","kilograms","0.0095","cubic meters","Standard-Size","4.83","0.0","0.0454","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","1.8151","0.0","CAD","1.8151","--","N","N","0.0","--","0.03"
"B0B8HW3N9G","X0043SHF3V","VIVOSUN 1.6"" Rockwool Cubes, 28 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth, 1 Sheets of 28 Plugs","'YOW3'","CA","30.1","17.4","4.7","centimeters","0.15","kilograms","0.0025","cubic meters","Standard-Size","0.37","0.0","8.0E-4","2026-04","7.5","weeks","40.0","0.0","0.33","8.0E-4","0.0328","0.0","CAD","0.0328","--","N","N","0.0","--","0.03"
"B08S6V7D1V","X0043SHGP3","VIVOSUN 30X Rechargeable Loupe Magnifier with White LED Light and UV Light, Portable Magnifying Glass with Optical Glass Lens & Scale for Jewelry, Textile, Gems, Stamps, Coins and Plants","'YOW3'","CA","7.3","6.3","6.2","centimeters","0.2","kilograms","3.0E-4","cubic meters","Standard-Size","0.33","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","4.0E-4","0.0","CAD","4.0E-4","--","N","N","0.0","--","0.4"
"B0BW95Z36Q","X0043SI9CH","VIVOSUN 1"" Rockwool Cubes, 200 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth","'YOW3'","CA","29.7","15.4","10.0","centimeters","0.28","kilograms","0.0046","cubic meters","Standard-Size","0.03","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.0061","0.0","CAD","0.0061","--","N","N","0.0","--","0.0"
"B0CFX9CQ4H","X0043SID3H","VIVOSUN Window Duct Kit, Portable AC Window Seal Kit, Fit with 4”/6” Ducting & 5.9” Hose for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","'YOW3'","CA","44.1","18.1","9.8","centimeters","1.73","kilograms","0.0078","cubic meters","Standard-Size","43.7","0.0","0.3379","2026-04","7.5","weeks","40.0","0.0","31.33","0.2451","13.5171","0.0","CAD","13.5171","--","N","N","0.0","--","0.5"
"B0CNPP4JFD","X0043U1JNL","VIVOSUN 2700 GPH Submersible Water Pump with Barrier Bag, 120W Pond Pump, Ultra Quiet Aquarium Pump with 15FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.2","18.6","16.8","centimeters","3.38","kilograms","0.0101","cubic meters","Standard-Size","8.13","0.0","0.0808","2026-04","7.5","weeks","40.0","0.0","5.2","0.0523","3.2332","0.0","CAD","3.2332","--","N","N","0.0","--","0.1"
"B0CQJG8YCH","X0043U4LEP","VIVOSUN 2700 GPH Submersible Water Pump with Barrier Bag, 120W Pond Pump with 15FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.5","18.6","16.9","centimeters","3.36","kilograms","0.0102","cubic meters","Standard-Size","8.83","0.0","0.0896","2026-04","7.5","weeks","40.0","0.0","7.67","0.0783","3.5824","0.0","CAD","3.5824","--","N","N","0.0","--","0.07"
"B0CQJDT91K","X0043U4OJR","VIVOSUN 1800 GPH Submersible Water Pump with Barrier Bag, 100W Pond Pump with 14FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.5","18.5","16.6","centimeters","3.33","kilograms","0.01","cubic meters","Standard-Size","2.0","0.0","0.0196","2026-04","7.5","weeks","40.0","0.0","1.97","0.0196","0.7851","0.0","CAD","0.7851","--","N","N","0.0","--","0.03"
"B0CQJCG61Q","X0043U75K7","VIVOSUN 3000 GPH Submersible Water Pump with Barrier Bag, 150W Pond Pump with 18FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.5","18.5","16.9","centimeters","3.43","kilograms","0.0102","cubic meters","Standard-Size","5.63","0.0","0.0559","2026-04","7.5","weeks","40.0","0.0","5.5","0.0559","2.2354","0.0","CAD","2.2354","--","N","N","0.0","--","0.13"
"B0CNPPL1HG","X0043U7FL1","VIVOSUN 1600 GPH Submersible Water Pump with Barrier Bag, 100W Pond Pump, Ultra Quiet Aquarium Pump with 14FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.41","18.8","16.89","centimeters","3.35","kilograms","0.0103","cubic meters","Standard-Size","7.13","0.0","0.0724","2026-04","7.5","weeks","40.0","0.0","4.8","0.0494","2.8948","0.0","CAD","2.8948","--","N","N","0.0","--","0.1"
"B0CP7H9LS3","X0043U8YKH","VIVOSUN 3000 GPH Submersible Water Pump with Barrier Bag, 150W Pond Pump, Ultra Quiet Aquarium Pump with 18FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","'YOW3'","CA","32.29","18.4","16.9","centimeters","3.41","kilograms","0.01","cubic meters","Standard-Size","2.93","0.0","0.0288","2026-04","7.5","weeks","40.0","0.0","1.1","0.011","1.1513","0.0","CAD","1.1513","--","N","N","0.0","--","0.07"
"B0CRDP18Q6","X00440KG3T","VIVOSUN Window Duct Kit, Portable AC Window Seal Kit with 5.9"" Diameter 59"" Length Hose, Fit with 4""/6"" Ducting for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","'YOW3'","CA","45.2","19.9","19.7","centimeters","2.48","kilograms","0.0177","cubic meters","Oversize","0.87","0.0","0.0142","2026-04","9.6","weeks","28.0","0.0","0.8","0.0142","0.397","0.0","CAD","0.397","--","N","N","0.0","--","0.07"
"B0BXP3XLLR","X0045ZP87H","VIVOSUN AeroLab THB1S Bluetooth Hygrometer Thermometer, Indoor Temp & Humidity Gauge with LCD, App Control, 2 Years Data Storage, Alert Notifications & Dual Channels, External Sensor Probe Included","'YOW3'","CA","14.6","12.6","2.9","centimeters","0.22","kilograms","5.0E-4","cubic meters","Standard-Size","0.13","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.07","0.0","0.0014","0.0","CAD","0.0014","--","N","N","0.0","--","0.07"
"B0CYPFLPML","X0046BLS2T","VIVOSUN AeroWave E9 Grow Tent Fan 9”, Black","'YOW3'","CA","29.11","29.01","18.49","centimeters","1.52","kilograms","0.0156","cubic meters","Standard-Size","6.83","0.0","0.1056","2026-04","7.5","weeks","40.0","0.0","0.83","0.013","4.2259","0.0","CAD","4.2259","--","N","N","0.0","--","0.07"
"B0C3LK4RZC","X0047DSAY5","VIVOSUN Peat Pots, 120 Packs 3.15-Inch Seed Starting Pots with Drainage Holes, Round Nursery Pot, 20 Plant Labels for Flowers, Plants, Vegetables, 120Pcs","'YOW3'","CA","34.9","31.4","8.3","centimeters","1.03","kilograms","0.0091","cubic meters","Standard-Size","20.0","0.0","0.1819","2026-04","7.5","weeks","40.0","0.0","20.0","0.1819","7.2765","0.0","CAD","7.2765","--","N","N","0.0","--","0.0"
"B0C3LM52N5","X0047DSCR5","VIVOSUN Peat Pots, 60 Packs 3.15-Inch Seed Starting Pots with Drainage Holes, Round Nursery Pot, 20 Plant Labels for Flowers, Plants, Vegetables, 60Pcs","'YOW3'","CA","34.11","15.6","7.9","centimeters","0.55","kilograms","0.0042","cubic meters","Standard-Size","7.1","0.0","0.0298","2026-04","7.5","weeks","40.0","0.0","7.1","0.0298","1.1935","0.0","CAD","1.1935","--","N","N","0.0","--","0.0"
"B0CQ7TDJ9S","X0047E0DF3","VIVOSUN 1.6 Inch Rockwool Cubes, Grow Cubes for Hydroponics, Cuttings, Cloning, Plant Propagation, Seed Startling, 8 Sheets 224 Plugs","'YOW3'","CA","36.4","31.5","16.31","centimeters","1.14","kilograms","0.0187","cubic meters","Standard-Size","1.0","0.0","0.0181","2026-04","7.5","weeks","40.0","0.0","0.17","0.0031","0.7228","0.0","CAD","0.7228","--","N","N","0.0","--","0.03"
"B0D3PMBVV1","X0048F98VB","VIVOSUN 400 GPH 20W Submersible Water Pump, with Adjustable Water Flow, 4.9 ft Tubing, Additional Ceramic Shaft, and Outlet Adapters, for Fish Tanks, Aquariums, Hydroponics, Fountains","'YOW3'","CA","15.2","13.6","11.6","centimeters","0.76","kilograms","0.0024","cubic meters","Standard-Size","1.8","0.0","0.0043","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.1727","0.0","CAD","0.1727","--","N","N","0.0","--","0.0"
"B0D3PLFYCQ","X0048FIP0B","VIVOSUN 660 GPH 35W Submersible Water Pump, with Adjustable Water Flow, 4.9ft Tubing, Additional Ceramic Shaft, and Outlet Adapters, for Fish Tanks, Aquariums, Hydroponics, Fountains","'YOW3'","CA","15.8","15.7","13.0","centimeters","1.24","kilograms","0.0032","cubic meters","Standard-Size","1.6","0.0","0.0052","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.2064","0.0","CAD","0.2064","--","N","N","0.0","--","0.0"
"B0D59VNTDN","X00497N1ED","VIVOSUN Air Pump Kit, with 40 W 1110 GPH Commercial Air Pump, 8-Way Splitter, 2 Pcs Air Stones, 25 ft Air Tubing, 2 Pcs Check Valves, for Aquarium, Fish Tank & Hydroponics","'YOW3'","CA","22.2","18.1","17.8","centimeters","3.12","kilograms","0.0072","cubic meters","Standard-Size","0.97","0.0","0.0069","2026-04","7.5","weeks","40.0","0.0","0.1","7.0E-4","0.2766","0.0","CAD","0.2766","--","N","N","0.0","--","0.0"
"B0D59VNTDN","X00497UXJT","VIVOSUN Air Pump Kit, with 40 W 1110 GPH Commercial Air Pump, 8-Way Splitter, 2 Pcs Air Stones, 25 ft Air Tubing, 2 Pcs Check Valves, for Aquarium, Fish Tank & Hydroponics","'YOW3'","CA","22.1","18.11","17.4","centimeters","3.06","kilograms","0.007","cubic meters","Standard-Size","2.6","0.0","0.0176","2026-04","7.5","weeks","40.0","0.0","2.53","0.0176","0.7056","0.0","CAD","0.7056","--","N","N","0.0","--","0.1"
"B0D2MMVCL4","X004AUWESN","VIVOSUN 4-Pack Self Adhesive Zipper Door for Debris Barriers, 3In. x 7Ft. Peel & Stick, Heavy-Duty & Double-Sided Zipper for Tarp, Greenhouse, Indoor Outdoor Tent, Black","'YOW3'","CA","18.9","18.69","9.4","centimeters","0.52","kilograms","0.0033","cubic meters","Standard-Size","8.87","0.0","0.0291","2026-04","7.5","weeks","40.0","0.0","3.1","0.0103","1.1642","0.0","CAD","1.1642","--","N","N","0.0","--","0.1"
"B0D3TKZJDH","X004AUZMRX","VIVOSUN Handheld Garden Sprayer, 1L Pump Sprayer, 34oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","'YOW3'","CA","30.4","15.2","11.9","centimeters","0.46","kilograms","0.0055","cubic meters","Standard-Size","2.93","0.0","0.0161","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.6452","0.0","CAD","0.6452","--","N","N","0.0","--","0.0"
"B0CFZWSP22","X004AUZN63","VIVOSUN 0.5Gal Handheld Garden Sprayer, 2L Pump Sprayer, 68 Oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","'YOW3'","CA","32.7","15.1","14.8","centimeters","0.55","kilograms","0.0073","cubic meters","Standard-Size","7.47","0.0","0.0531","2026-04","7.5","weeks","40.0","0.0","0.1","7.0E-4","2.1241","0.0","CAD","2.1241","--","N","N","0.0","--","0.2"
"B0BDRXF76P","X004B6LYY1","VIVOSUN AeroLight Expandable H-bar, Spacing Adjustable H-Bracket for Multiple Lights Connection","'YOW3'","CA","17.2","11.99","1.09","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","1.0","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","1.0","2.0E-4","0.009","0.0","CAD","0.009","--","N","N","0.0","--","0.0"
"B0D9K3X49G","X004BND0K5","VIVOSUN 1.35-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap, for Plants Spraying, Garden Watering and Household Cleaning, Green","'YOW3'","CA","43.9","18.8","18.6","centimeters","1.34","kilograms","0.0154","cubic meters","Standard-Size","41.23","0.0","0.6309","2026-04","7.5","weeks","40.0","0.0","41.1","0.6309","25.2368","0.0","CAD","25.2368","--","N","N","0.0","--","0.13"
