"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2026-05-05T05:25:54+00:00","112-0490684-6895408","305131-PENJ","B01M5IASHD","X001A9H2K7","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Yellow, UL Certified","1","LEX2","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNNC6XPYXSFJ","Ordering Issue|Ordered wrong item"
"2026-05-05T05:22:14+00:00","114-5176621-9038648","311001-5x5NJ","B00TF9E6XE","X001F1MPD9","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","CHA1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNND6SL44K33","Changed Mind|My needs changed"
"2026-05-05T05:18:49+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO534819735",
"2026-05-05T05:02:22+00:00","113-3033900-4200224","CBIN-BL-3","B0D4QF9ZMJ","X0048ZJQ6D","VIVOSUN 3-Layer Worm Compost Bin, 30L Worm Composter, Easy Setup Inclusive Worm Farm Kit for Recycling Food Waste","1","HOU3","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMFQ8613717",
"2026-05-05T05:00:03+00:00","112-2013577-8590664","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","DTW1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory",,
"2026-05-05T04:55:12+00:00","113-9483436-4315429","306104-88J","B0FHQ5RMQ2","X004RIQPGZ","VIVOSUN 8 Inch 8 Feet Flex Air Aluminum Ducting, Dryer Vent Hose for HVAC Ventilation, Exhaust, Duct Fan Systems, Silver Flexible Air Duct w/ 2 Clamps","1","PHX6","CUSTOMER_DAMAGED","FOUND_BETTER_PRICE","Unit returned to inventory","LPNO443629870",
"2026-05-05T04:50:43+00:00","111-4249300-2701010","306101W-4J","B01M7S46YZ","X0018M0OF1","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan, HVAC Vent Blower for Grow Tent, Attic, Basements or Kitchen, Hydroponics Exhaust Booster Fan","1","PHX6","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO547889537","Not as Expected|static pressure to low|none"
"2026-05-05T04:45:56+00:00","113-7108126-9344247","306104-48J","B074FV367K","X001J5TTHV","VIVOSUN 4"" Flexible Aluminum Ducting, 8FT Air Duct Hose with 2 Clamps, Heavy-Duty Multi-Layer Dryer Vent Hose for Heating Cooling Ventilation and Duct Fan Systems","1","PHX6","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO443629862",
"2026-05-05T04:45:02+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO539573047",
"2026-05-05T04:42:23+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO534819721",
"2026-05-05T04:41:42+00:00","113-3293582-0613853","311001-5x5NJ","B00TF9E6XE","X001F1MPD9","VIVOSUN 5-Pack 5 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","1","EWR7","CUSTOMER_DAMAGED","POOR_FIT","Unit returned to inventory","LPNRRJJ0145779",
"2026-05-05T04:39:16+00:00","112-7971762-2726618","304113-44","B01731MNJE","X000VV26B5","VIVOSUN S448 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar Grow Tents with Observation Window and Floor Tray for Hydroponics Indoor Plant Tents for VS4000/VSF4300","1","CVG2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNA6YPT15ST",
"2026-05-05T04:36:02+00:00","113-9584840-2027467","332023J","B07XZ915VW","X002BEXBVT","VIVOSUN Slide-Out Jewelry Loupe Magnifier 30X 60X 90X LED Lighted Eye Loupe with UV Light for Jewelry, Diamonds, Gems, Coins, Stamps, Rocks, Black","1","CHA1","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNND65QY83S7","I tried using it, but the holes are too small to see anything through."
"2026-05-05T04:30:02+00:00","111-4412145-3401834","311001-20x5NJ","B00VWU2UDC","X001F11R3D","VIVOSUN 5-Pack 20 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","EWR7","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNRRJE0317636",
"2026-05-05T04:25:28+00:00","113-1208355-9325046","VSV-WVK1","B0CFX9CQ4H","X003XLYAP5","VIVOSUN Window Vent Kit, Portable AC Window Seal Kit, Fit with 4""/6"" Ducting & 5.9"" Hose for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","1","LEX2","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNNC6W68RX5R","Fittings did not work with my hose"
"2026-05-05T04:22:38+00:00","113-4939953-9025853","HR-0001-2","B0CYZ2FHPX","X0046G4AGZ","VIVOSUN 2-Pack Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, 2 Packs, Black","1","SDF6","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNA6T935Y5Y",
"2026-05-05T04:22:11+00:00","112-6846723-4985064","HR-0001B","B0CG1NKCC6","X003XOJAP7","VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-Step Assembly, Black","1","CVG2","SELLABLE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNNA6TG51ZKM",
"2026-05-05T04:17:22+00:00","113-7906743-6766629","GH-A10","B0DCG2W5TX","X004CK8471","VIVOSUN GrowHub Outlet Controller A10, Smart WiFi Outlet, Smart Plug, 15A 1800W, Remote Control, Compatible with Vivosun App for Grow Tent","1","LEX2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNNC6SQZSDZK",
"2026-05-05T04:13:15+00:00","114-6796193-2559435","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","IND8","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNO544767431","We thought it was for adult plants but it is for seedlings."
"2026-05-05T04:12:34+00:00","113-5137666-6860255","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","LEX2","SELLABLE","APPAREL_TOO_LARGE","Unit returned to inventory","LPNNC6T12DTQJ","Too much power for my purpose"
"2026-05-05T04:12:27+00:00","112-7704039-7178664","HR-0001J","B0BWDPZTF1","X0048F2XLX","VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-Step Assembly, Black","1","TUS1","CUSTOMER_DAMAGED","POOR_FIT","Unit returned to inventory","LPNPMFM1338230",
"2026-05-05T04:12:19+00:00","701-1519530-4696210","330301K","B09SZ9VS93","X003YG5X19","VIVOSUN 10""x20.75"" Seedling Heat Mat with Built-in Temperature Controller, UL & MET-Certified Waterproof Plant Heating Pad for Germination, Hydroponics, Brewing, Breeding, and Greenhouses","1","YYZ1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNI5T8KPNP3","Doesn’t work with setup"
"2026-05-05T04:11:27+00:00","702-3451070-6960267","332572K","B07L54HB83","X0026O3WMR","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","1","YYZ1","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNNI53NLTBW4",
"2026-05-05T04:11:15+00:00","111-0157629-8893030","311001-15x5NJ","B00VWU37QG","X001F3MYOR","VIVOSUN 5-Pack 15 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","JHW1","SELLABLE","UNAUTHORIZED_PURCHASE","Unit returned to inventory","LPNPMGS8068554",
"2026-05-05T04:05:05+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO538921915",
"2026-05-05T04:03:34+00:00","114-9649269-1625806","311001-10x5NJ","B00VWU30PO","X001F1COM1","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","IAH1","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNAC289091006","Changed Mind|My needs changed"
"2026-05-05T04:00:07+00:00","113-9416110-3093048","311001-7x5NJ","B00TF9E9PY","X001F11RLF","VIVOSUN 5-Pack 7 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","IND8","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO547569827","Changed Mind|My needs changed"
"2026-05-05T03:58:05+00:00","114-0770584-4471407","VSGB-25","B0BL9XDQZL","X003H2OW5D","VIVOSUN 5-Pack 25 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","1","PGA1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNAC302462784",
"2026-05-05T03:53:33+00:00","114-7762662-9565054","VSE-UH075","B0D626DZTN","X0049KTL0X","VIVOSUN AeroStream U075 USB Humidifier, 750ml Cool Mist Mini Humidifier with 2 Mist Modes, Auto Shut-Off, Smart Remote Control with VGrow, Designed for Small Grow Tents/VGrow","1","JHW1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMFQ3875023",
"2026-05-05T03:53:29+00:00","111-0203672-5609808","305130-PEN","B06XKMH86J","X001CXZH71","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","1","LAS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMGQ3919865",
"2026-05-05T03:51:48+00:00","701-8517065-0862646","330101-01K","B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","YYZ1","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNNI5C956KFG",
"2026-05-05T03:50:13+00:00","112-7370935-7849857","GB0100-2J","B08X9Y8W7N","X002TD0W2N","VIVOSUN 2-Pack 5 Tier Vertical Gardening Stackable Planter for Strawberries, Flowers, Herbs, Vegetables, Ivory","1","TUS1","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFR0792729",
"2026-05-05T03:47:19+00:00","111-8267279-3967440","RB-0002B","B0BTYJPN3T","X003P48A65","VIVOSUN Collapsible Rain Barrel, 100 Gallon Water Storage Tank with 1000D Oxford Cloth, Portable Rain Collection System Includes Two Spigots and Overflow Kit, Black","1","SDF6","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNNA6N3R55TZ",
"2026-05-05T03:44:17+00:00","111-1492708-1801056","330103CNJ","B074N2TTHP","X001Z0D2H3","VIVOSUN 48"" x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","CHA1","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNND63KWKGBY",
"2026-05-05T03:41:43+00:00","113-0539208-2725040","WB-3x50","B07S72KGJ7","X0028F8LDJ","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 3ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability with 12 Landscape Staples, Easy Set up & Superior Weed Control","1","TUS1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFQ4828469","Web picture showed a roll. Item arrived as folded fabric, not a roll. It’s not usable if it’s not a roll."
"2026-05-05T03:41:43+00:00","113-0539208-2725040","WB-3x50","B07S72KGJ7","X0028F8LDJ","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 3ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability with 12 Landscape Staples, Easy Set up & Superior Weed Control","1","TUS1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFQ4828470","Web picture showed a roll. Item arrived as folded fabric, not a roll. It’s not usable if it’s not a roll."
"2026-05-05T03:41:03+00:00","113-0539208-2725040","WB-3x50","B07S72KGJ7","X0028F8LDJ","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 3ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability with 12 Landscape Staples, Easy Set up & Superior Weed Control","1","TUS1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFL4481032","The items aren’t on a roll like pictured"
"2026-05-05T03:41:03+00:00","113-0539208-2725040","WB-3x50","B07S72KGJ7","X0028F8LDJ","VIVOSUN Premium Weed Barrier Landscape Fabric Heavy Duty, 3ftx50ft 5oz Double-Layered Weed Control Mat with High Permeability with 12 Landscape Staples, Easy Set up & Superior Weed Control","1","TUS1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFL4481033","The items aren’t on a roll like pictured"
"2026-05-05T03:34:52+00:00","114-2659838-8250648","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","PHX6","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNO546071097","Defective|Flow rate too low"
"2026-05-05T03:33:04+00:00","114-6449830-8009030","HR-0001B","B0CG1NKCC6","X003XOJAP7","VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-Step Assembly, Black","1","SDF6","CUSTOMER_DAMAGED","DAMAGED_BY_FC","Unit returned to inventory","LPNNA6FV9TQ5P",
"2026-05-05T03:29:33+00:00","702-9923916-3682609","332572K","B07L54HB83","X0026O3WMR","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","1","YYZ7","CARRIER_DAMAGED","NOT_COMPATIBLE","Reimbursed","LPNNA6Z13YPNH",
"2026-05-05T03:29:20+00:00","701-9871297-4832230","311005-3K","B07L4Q3MVY","X0026OYY4R","VIVOSUN 1.35-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap for Plants, Garden Watering and Household Cleaning","1","YVR3","DEFECTIVE","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNNL53QZ69TF","Too many people report leakage. Returning unopened"
"2026-05-05T03:25:36+00:00","114-6449830-8009030","HR-0001B","B0CG1NKCC6","X003XOJAP7","VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-Step Assembly, Black","1","SDF6","CUSTOMER_DAMAGED","DAMAGED_BY_FC","Unit returned to inventory","LPNNA6DMFBRR7",
"2026-05-05T03:23:08+00:00","113-4940581-4216256","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","IND8","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNO533322039",
"2026-05-05T03:17:58+00:00","111-3122026-7556252","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","LAS2","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNPMFV1625561","Meant to buy the combination with the thermostat"
"2026-05-05T03:16:48+00:00","111-3122026-7556252","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","LAS2","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNPMFV1625560","Meant to buy the combination with the thermostat"
"2026-05-05T03:12:27+00:00","114-9864191-9268213","332572J","B07L54HB83","X001Z5JQOB","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Fountain Pump with 10ft. High Lift with 6.5ft. Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics Green","1","IND8","CARRIER_DAMAGED","ORDERED_WRONG_ITEM","Reimbursed","LPNO534952241",
"2026-05-05T03:09:39+00:00","111-2438893-1376232","RGB-0003","B09C1CFLDJ","X002Z8NLJ3","VIVOSUN 3-Tier Wooden Raised Garden Bed, 48 x 48 x 21 Inches, Outdoor Wood Planter Kit for Plants, Herbs, and Vegetables for Garden, Patio, Balcony, Backyard and Outdoors","1","LGB7","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory",,
"2026-05-05T03:09:00+00:00","111-8712157-0476210","305130-PEN","B06XKMH86J","X001CXZH71","VIVOSUN Digital pH and TDS Meter Kits, 0.01pH High Accuracy Pen Type pH Meter ± 2% Readout Accuracy 3-in-1 TDS EC Temperature Meter for Hydroponics, Pool and Aquarium, Yellow Blue, UL Certified","1","LAS2","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMFX5232889",
"2026-05-05T03:06:42+00:00","702-1158107-1673014","VSL-T5B2WC4-US","B0G2L1GS42","X004X0GUNZ","VIVOSUN T5 Grow Lights for Indoor Plants, 5000K Full Spectrum 60W (4 x 15W), 2FT LED Plant Light Strip with Timer & Dimming Controller for Seed Starting, Hydroponics, SGS Compatible, Linkable, 4-Pack","1","IND8","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE","Unit returned to inventory","LPNO533274910",
"2026-05-05T03:02:44+00:00","702-7870582-8718610","306101W-4K","B01M7S46YZ","X001KCU7VP","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan HVAC Vent Blower for Hydroponics Grow Tent","1","YYZ1","CARRIER_DAMAGED","QUALITY_UNACCEPTABLE","Reimbursed","LPNNI5WG6K55C",
"2026-05-05T02:58:43+00:00","114-2597476-5649015","WP-331","B0BZRX7BL8","X003RK0OAR","VIVOSUN 115V Water Transfer Pump, 1/10HP 330 GPH Portable Electric Utility Pump with ON/OFF Switch and Water Hose Kit, Ideal for Removing Water from Gardens, Hot Tubs, Pools, Ponds, and More","1","PHX6","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO516026707",
"2026-05-05T02:57:20+00:00","112-5857586-2026612","330101CNJ","B016MKY7C8","X001Z0D25Z","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","LAS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNPMGO0846376","Changed Mind|My needs changed"
"2026-05-05T02:56:59+00:00","112-8072792-8228217","SP-004","B0CDK3S2KR","X003X0Q7J3","VIVOSUN Submersible Sump Pump, 1575GPH Thermoplastic Portable Utility Water Pump with 10ft Power Cord and 2 Adapters, Ideal for Swimming Pool, Basements, Window Wells","1","CVG2","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY","Unit returned to inventory","LPNNA68Z6DVFB",
"2026-05-05T02:56:15+00:00","113-1644253-7968204","SPray-80LJ","B07QVWQ1HC","X0024GXC09","VIVOSUN Pump Sprayer 2 Gallon, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, Pressure Relief Valve, for Spraying Plants, Garden Watering and Cleaning","1","TUS1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNPMFS4818092",
"2026-05-05T02:50:36+00:00","114-6723461-1694626","305131J","B01DNUIGUY","X000ZT0J1R","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","1","LEX1","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNND6G8K5NHV",
"2026-05-05T02:41:10+00:00","113-0176353-7664256","VC-0003","B0B7J2931M","X003BRQ0GD","VIVOSUN 2-Pcs. Grow Tent Vent Cover, 4""/6""/8"" Duct Filter Vent Cover with Elastic Band and Fixed Buckle for Plant Grow Tent Vent","1","BWI2","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory",,
"2026-05-05T02:38:09+00:00","111-5656467-2164253","LOUPE-004J","B08S6V7D1V","X002RLBDST","VIVOSUN 30X Rechargeable Loupe Magnifier with White LED Light and UV Light, Portable Magnifying Glass with Optical Glass Lens & Scale for Jewelry, Textile, Gems, Stamps, Coins and Plants","1","CHA1","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNND66SHYBLM","Very small"
"2026-05-05T02:33:30+00:00","113-8680098-6692237","RC-0001-8","B0CQ7TDJ9S","X0042KVAOF","VIVOSUN 1.6 Inch Rockwool Cubes, Grow Cubes for Hydroponics, Cuttings, Cloning, Plant Propagation, Seed Startling, 8 Sheets 224 Plugs","1","LAS2","CUSTOMER_DAMAGED","POOR_FIT","Unit returned to inventory","LPNPMGN3048636",
"2026-05-05T02:32:55+00:00","113-2312856-4769829","VSV-IFP4C","B0DNSXKN4G","X004H4JKF7","VIVOSUN 4"" Inline Exhaust Fan & Speed Controller, Low Noise Workshop 130 CFM Duct Fan for HVAC Ventilation, Vent Booster Fan in Grow Tents, Basements, Bathrooms, Kitchens, Attics and 3D Printer","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO545588412",
"2026-05-05T02:29:45+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO539535880",
"2026-05-05T02:26:48+00:00","114-3449815-3897017","PL-0004","B0CL6FWGN7","X004088OWF","VIVOSUN 20 x 25 Feet Pond Liner, 14.5 Mil Durable LLDPE Pond Liners for Koi Ponds, Aquaculture and Water Gardens, Black","1","IND8","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNO533230091",
"2026-05-05T02:21:14+00:00","112-6534797-2970666","VSV-IFM4","B0DGGCP1J5","X004E0DAZP","VIVOSUN M4 4-Inch Inline Duct Fan, 195 CFM Ventilation Fan with EC Motor, Adjustable Speed, Energy-efficient Vent Blower for HVAC, Grow Tent, Hydroponics","1","IND8","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED","Unit returned to inventory","LPNO539561635",
"2026-05-05T02:18:39+00:00","111-5292496-6095450","330701X2NJ","B088NSTT2R","X002IY5BLZ","VIVOSUN 5 x 15 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 2-Pack","1","IND8","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNO535604865","Bought by mistake, and no longer needed. I just bought UWIOFF garden netting , 7ftx100ft on 45/13/26"
"2026-05-05T02:12:27+00:00","111-7440198-9162664","SPray-1L-BG","B0D3TKZJDH","X0048HB425","VIVOSUN Handheld Garden Sprayer, 1L Pump Sprayer, 34oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","1","IND8","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO535126192",
"2026-05-05T02:10:14+00:00","114-3374517-4406607","330101NJ","B00P7U259C","X001YUGJ3X","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","1","CHA1","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNND63DN9JRQ",
"2026-05-05T02:09:12+00:00","112-0467797-2386634","HSB950B-2500L","B097HF98WF","X002XOAMXR","VIVOSUN 660GPH Submersible Water Pump, 2500L/H 35W aquarium pump, Ultra Quiet Fountain Pump with 8.2ft/2.5m High Lift for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","1","LAS2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNPMFY8440100","Not enough gal"
"2026-05-05T02:06:16+00:00","113-1455774-7753025","311001-10x5NJ","B00VWU30PO","X001F1COM1","VIVOSUN 5-Pack 10 Gallon Plant Grow Bags, Heavy Duty Thickened Nonwoven Fabric Pots with Handles","1","IND8","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNO538150876","NA"
"2026-05-05T02:03:48+00:00","112-8059930-3936225","VSF-AWE9","B0CYPFLPML","X0046B4WEZ","VIVOSUN AeroWave E9 Grow Tent Fan 9"", EC Motor, WiFi-Controllable, US Patented Auto Oscillating Clip fan, IP54 Weatherproof, Strong Airflow & Quiet for Hydroponic Ventilation Circulation, Black","1","IND8","CUSTOMER_DAMAGED","DEFECTIVE","Unit returned to inventory","LPNO539568799",
